brand_name,mall_name,province,city,district,address,store_name,floor,phone,business_hours,latitude,longitude,source_url,tags,is_active
New Balance,合生汇,北京市,北京市,朝阳区,西大望路21号,New Balance 北京合生汇店,B1层 B1-78,010-58056414,10:00 - 22:00,39.899,116.4058,https://www.newbalance.com.cn,"潮流生活店,经典复古,NB Kids",true
New Balance,蓝色港湾,北京市,北京市,朝阳区,朝阳公园路6号,New Balance 北京蓝色港湾店,1层 商业街08,010-81057452,10:00 - 22:00,39.8984,116.4001,https://www.newbalance.com.cn,"生活方式体验店,跑者驿站",true
New Balance,世纪金源购物中心,北京市,北京市,海淀区,远大路1号,New Balance 北京金源燕莎店,3层 运动休闲馆,010-62792765,10:00 - 22:00,39.9112,116.4082,https://www.newbalance.com.cn,"综合大店,全系列,亲子专区",true
New Balance,中关村万象汇,北京市,北京市,海淀区,西北旺镇德政路,New Balance 北京海淀万象汇店,2层 L2-18,010-53133407,10:00 - 22:00,39.9083,116.3997,https://www.newbalance.com.cn,"经典体验店,跑步矩阵",true
New Balance,清河万象汇,北京市,北京市,海淀区,清河中街68号,New Balance 北京清河万象汇店,3层 L3-16,010-86887160,10:00 - 22:00,39.9001,116.3961,https://www.newbalance.com.cn,"综合专卖店,复古慢跑",true
New Balance,五棵松万达广场,北京市,北京市,海淀区,复兴路69号,New Balance 北京五棵松万达店,1层 1F-10,010-83007769,10:00 - 22:00,39.8957,116.4032,https://www.newbalance.com.cn,"综合体验店,潮流经典",true
New Balance,五道口购物中心,北京市,北京市,海淀区,成府路28号,New Balance 北京五道口店,2层 2F-08,010-83351161,10:00 - 22:00,39.9069,116.4035,https://www.newbalance.com.cn,"高校商圈店,青年潮流",true
New Balance,丽泽天街,北京市,北京市,丰台区,丽泽路300号,New Balance 北京丽泽天街店,2层 2F-15,010-85279413,10:00 - 22:00,39.8942,116.4135,https://www.newbalance.com.cn,"商圈核心店,复古慢跑",true
New Balance,丰台大悦春风里,北京市,北京市,丰台区,槐房西路316号,New Balance 北京丰台大悦春风里店,2层 L2-08,010-61304199,10:00 - 22:00,39.9006,116.4134,https://www.newbalance.com.cn,"体验店,生活方式",true
New Balance,大兴大悦春风里,北京市,北京市,大兴区,黄村东大街38号,New Balance 北京大兴大悦春风里店,1层 L1-09,010-83436472,10:00 - 22:00,39.915,116.3963,https://www.newbalance.com.cn,"体验店,生活方式",true
New Balance,大兴荟聚中心,北京市,北京市,大兴区,欣宁街15号,New Balance 北京荟聚店,2层 2F-28,010-72583844,10:00 - 22:00,39.9108,116.4188,https://www.newbalance.com.cn,"超级体验大店,全品类",true
New Balance,通州万达广场,北京市,北京市,通州区,新华西街58号,New Balance 北京通州万达店,3层 3F-22,010-58593268,10:00 - 22:00,39.9146,116.4023,https://www.newbalance.com.cn,"副中心旗舰,全系列",true
New Balance,通州领展广场,北京市,北京市,通州区,翠景北里21号,New Balance 北京通州领展店,2层 2F-06,010-85029774,10:00 - 22:00,39.8963,116.4011,https://www.newbalance.com.cn,"综合专卖店,跑步生活",true
New Balance,昌平万达广场,北京市,北京市,昌平区,科技园区鼓楼南街,New Balance 北京昌平万达店,2层 2F-18,010-60312173,10:00 - 22:00,39.8966,116.4064,https://www.newbalance.com.cn,"专卖店,复古跑鞋",true
New Balance,顺义祥云小镇,北京市,北京市,顺义区,安泰大街9号,New Balance 北京祥云小镇店,南区1层 105,010-68252819,10:00 - 22:00,39.9141,116.4003,https://www.newbalance.com.cn,"街区生活店,跑步生活,NB Kids",true
New Balance,房山天街,北京市,北京市,房山区,政通路2号,New Balance 北京房山天街店,2层 2F-16,010-73949127,10:00 - 22:00,39.9045,116.4076,https://www.newbalance.com.cn,"综合专卖店,全系列",true
New Balance,石景山万达广场,北京市,北京市,石景山区,石景山路甲18号,New Balance 北京石景山万达店,2层 2F-25,010-54601670,10:00 - 22:00,39.9123,116.4095,https://www.newbalance.com.cn,"西区核心大店,跑步生活",true
New Balance,首钢园六工汇,北京市,北京市,石景山区,首钢园石景山路68号,New Balance 北京首钢园概念店,1层 108,010-57203183,10:00 - 22:00,39.9161,116.4151,https://www.newbalance.com.cn,"工业遗存概念店,复古跑鞋",true
New Balance,门头沟保利广场,北京市,北京市,门头沟区,门头沟新城石龙南路,New Balance 北京门头沟保利店,1层 106,010-68218702,10:00 - 22:00,39.9125,116.4092,https://www.newbalance.com.cn,"专卖店,综合体验",true
New Balance,怀柔万达广场,北京市,北京市,怀柔区,府前西街1号,New Balance 北京怀柔万达店,2层 2F-12,010-64482156,10:00 - 22:00,39.9007,116.3983,https://www.newbalance.com.cn,"专卖店,生活方式",true
New Balance,首创奥特莱斯(房山),北京市,北京市,房山区,长阳镇CSD核心区,New Balance 北京首创奥莱工厂店,1层 1028铺,010-81347404,09:30 - 21:30,39.8972,116.4172,https://www.newbalance.com.cn,"奥特莱斯特惠,超大工厂店,折扣专享",true
New Balance,斯普瑞斯奥特莱斯,北京市,北京市,朝阳区,金盏乡森林公园路,New Balance 北京斯普瑞斯奥莱店,1层 1-105,010-83191989,09:30 - 21:30,39.9122,116.3963,https://www.newbalance.com.cn,"奥特莱斯特惠,折扣专享",true
New Balance,八达岭奥特莱斯,北京市,北京市,昌平区,陈庄东口,New Balance 北京八达岭奥莱旗舰店,A区 A1-18,010-52325740,09:30 - 21:30,39.914,116.4067,https://www.newbalance.com.cn,"奥特莱斯旗舰店,全品类折扣",true
New Balance,燕莎奥特莱斯,北京市,北京市,朝阳区,东四环南路9号,New Balance 北京燕莎奥莱店,C座2层 208,010-89967719,09:30 - 21:30,39.905,116.4041,https://www.newbalance.com.cn,"奥特莱斯特惠,名品折扣",true
New Balance,静安嘉里中心,上海市,上海市,静安区,南京西路1515号,New Balance 上海静安嘉里中心全球概念店,南区3层 L3-08,021-82857139,10:00 - 22:00,31.2248,121.4788,https://www.newbalance.com.cn,"全球概念店,Grey Store,Made in USA,限量发售",true
New Balance,前滩太古里,上海市,上海市,浦东新区,东育路500号,New Balance 上海前滩太古里Running Store,石区L2层 S-L2-16,021-83317601,10:00 - 22:00,31.228,121.4724,https://www.newbalance.com.cn,"跑步专营店,专业跑鞋,足态分析,跑者驿站",true
New Balance,新天地时尚I,上海市,上海市,黄浦区,马当路245号,New Balance 上海新天地NB 1906潮流概念店,1层 L1-105,021-63624600,10:00 - 22:00,31.2366,121.4805,https://www.newbalance.com.cn,"NB 1906潮流店,概念店,Made in USA系列",true
New Balance,环贸iapm商场,上海市,上海市,徐汇区,淮海中路999号,New Balance 上海环贸iapm店,地下二层 LG2-218,021-56794864,10:00 - 22:00,31.2195,121.4812,https://www.newbalance.com.cn,"经典体验店,潮流生活,英美产专柜",true
New Balance,港汇恒隆广场,上海市,上海市,徐汇区,虹桥路1号,New Balance 上海港汇恒隆广场店,4层 421铺位,021-79743115,10:00 - 22:00,31.2301,121.4766,https://www.newbalance.com.cn,"精品店,英美产,高街时尚",true
New Balance,久光百货,上海市,上海市,静安区,南京西路1618号,New Balance 上海久光百货专柜,4层 运动专区,021-59668357,10:00 - 22:00,31.2241,121.4679,https://www.newbalance.com.cn,"百货专柜,经典复古跑鞋",true
New Balance,IFC国金中心,上海市,上海市,浦东新区,世纪大道8号,New Balance 上海国金中心精品店,LG1层 LG1-32,021-57959805,10:00 - 22:00,31.2194,121.4669,https://www.newbalance.com.cn,"精品店,英产专区,高端生活",true
New Balance,陆家嘴中心L+Mall,上海市,上海市,浦东新区,浦东南路899号,New Balance 上海陆家嘴中心店,5层 502铺,021-82377154,10:00 - 22:00,31.2269,121.4694,https://www.newbalance.com.cn,"体验店,复古潮流",true
New Balance,世纪汇广场,上海市,上海市,浦东新区,世纪大道1192号,New Balance 上海世纪汇店,B1层 B1-15,021-65322855,10:00 - 22:00,31.2277,121.47,https://www.newbalance.com.cn,"综合店,跑鞋矩阵",true
New Balance,五角场万达广场,上海市,上海市,杨浦区,邯郸路600号,New Balance 上海五角场万达店,2层 2F-28,021-86934381,10:00 - 22:00,31.2387,121.4638,https://www.newbalance.com.cn,"综合大店,高校潮流,经典复刻",true
New Balance,五角场合生汇,上海市,上海市,杨浦区,翔殷路1099号,New Balance 上海五角场合生汇店,B1层 B1-06,021-80598828,10:00 - 22:00,31.2259,121.4793,https://www.newbalance.com.cn,"NB 1906潮流店,青年时尚",true
New Balance,中山公园龙之梦,上海市,上海市,长宁区,长宁路1018号,New Balance 上海龙之梦店,3层 3022铺,021-57453969,10:00 - 22:00,31.2364,121.4713,https://www.newbalance.com.cn,"核心商圈店,经典慢跑",true
New Balance,虹桥南丰城,上海市,上海市,长宁区,遵义路100号,New Balance 上海虹桥南丰城店,南区2层 L2-08,021-51211839,10:00 - 22:00,31.2272,121.4741,https://www.newbalance.com.cn,"家庭体验店,NB Kids,亲子跑步",true
New Balance,尚嘉中心,上海市,上海市,长宁区,仙霞路99号,New Balance 上海尚嘉中心精品店,2层 208,021-83802097,10:00 - 22:00,31.2223,121.4682,https://www.newbalance.com.cn,"精品专柜,Made in USA",true
New Balance,环球港,上海市,上海市,普陀区,中山北路3300号,New Balance 上海环球港店,2层 L2-108,021-83447031,10:00 - 22:00,31.2221,121.4684,https://www.newbalance.com.cn,"综合大店,全系列,复古跑鞋",true
New Balance,大宁久光百货,上海市,上海市,静安区,共和新路2188号,New Balance 上海大宁久光店,3层 运动馆,021-70889481,10:00 - 22:00,31.2327,121.4682,https://www.newbalance.com.cn,"精品专柜,经典鞋款",true
New Balance,大宁国际商业广场,上海市,上海市,静安区,共和新路1978号,New Balance 上海大宁国际店,2座2层 208,021-65919518,10:00 - 22:00,31.2236,121.4765,https://www.newbalance.com.cn,"商圈体验店,跑步生活",true
New Balance,七宝万科广场,上海市,上海市,闵行区,漕宝路3366号,New Balance 上海七宝万科店,2层 208铺,021-73535432,10:00 - 22:00,31.2277,121.4793,https://www.newbalance.com.cn,"体验店,生活方式,跑步",true
New Balance,虹桥天地,上海市,上海市,闵行区,申长路688号,New Balance 上海虹桥天地店,GF层 02铺,021-64829981,10:00 - 22:00,31.2351,121.4668,https://www.newbalance.com.cn,"枢纽旗舰,出行装备",true
New Balance,万象城(闵行),上海市,上海市,闵行区,吴中路1599号,New Balance 上海万象城Running Store,3层 L316,021-88505211,10:00 - 22:00,31.2313,121.4769,https://www.newbalance.com.cn,"跑步专营店,足态分析",true
New Balance,松江印象城,上海市,上海市,松江区,广富林路1788弄,New Balance 上海松江印象城店,1层 L1-33,021-76025144,10:00 - 22:00,31.2201,121.4721,https://www.newbalance.com.cn,"新城核心店,潮流生活",true
New Balance,嘉定大融城,上海市,上海市,嘉定区,宝安公路3386号,New Balance 上海嘉定大融城店,2层 2F-16,021-69356415,10:00 - 22:00,31.2236,121.4635,https://www.newbalance.com.cn,"综合大店,全系列",true
New Balance,青浦宝龙广场,上海市,上海市,青浦区,汇金路590号,New Balance 上海青浦宝龙店,2层 2F-12,021-71957724,10:00 - 22:00,31.2316,121.4685,https://www.newbalance.com.cn,"新城体验店,经典跑鞋",true
New Balance,奉贤苏宁广场,上海市,上海市,奉贤区,南桥镇南奉公路,New Balance 上海奉贤苏宁店,2层 2F-08,021-52836792,10:00 - 22:00,31.2204,121.4819,https://www.newbalance.com.cn,"南桥核心店,生活方式",true
New Balance,宝山万达广场,上海市,上海市,宝山区,一二八纪念路968号,New Balance 上海宝山万达店,2层 2F-22,021-57887425,10:00 - 22:00,31.2422,121.4642,https://www.newbalance.com.cn,"综合大店,潮流生活",true
New Balance,金山万达广场,上海市,上海市,金山区,龙皓路1088号,New Balance 上海金山万达店,2层 2F-15,021-66117475,10:00 - 22:00,31.2238,121.4719,https://www.newbalance.com.cn,"专卖店,复古跑鞋",true
New Balance,崇明万达广场,上海市,上海市,崇明区,城桥镇崇明大道,New Balance 上海崇明万达店,2层 2F-10,021-80037955,10:00 - 22:00,31.2228,121.4747,https://www.newbalance.com.cn,"海岛首店,全系列",true
New Balance,青浦百联奥特莱斯,上海市,上海市,青浦区,沪青平公路2888号,New Balance 上海青浦百联奥莱旗舰店,A区 A108,021-82211302,09:30 - 21:30,31.2218,121.4834,https://www.newbalance.com.cn,"奥特莱斯旗舰店,超大折扣工厂店",true
New Balance,佛罗伦萨小镇(浦东),上海市,上海市,浦东新区,卓耀路58弄,New Balance 上海佛罗伦萨小镇店,1层 126号,021-86411147,10:00 - 22:00,31.237,121.4856,https://www.newbalance.com.cn,"名品奥特莱斯,经典复古折扣",true
New Balance,上海奕欧来奥特莱斯,上海市,上海市,浦东新区,申迪东路88号(迪士尼旁),New Balance 上海比斯特奕欧来奥莱店,1层 108铺,021-60985241,09:30 - 21:30,31.2341,121.4792,https://www.newbalance.com.cn,"名品奥莱,复古特惠",true
New Balance,天津大悦城,天津市,天津市,南开区,南门外大街2号,New Balance 天津大悦城旗舰店,3层 3F-08,022-70432766,10:00 - 22:00,39.0728,117.1962,https://www.newbalance.com.cn,"城市旗舰店,NB 1906潮流店,Made in USA",true
New Balance,恒隆广场,天津市,天津市,和平区,津塔路与和平路交汇处,New Balance 天津恒隆广场店,2层 206铺,022-81925262,10:00 - 22:00,39.0782,117.21,https://www.newbalance.com.cn,"精品店,英美产,高端生活",true
New Balance,万象城,天津市,天津市,河西区,乐园道9号,New Balance 天津万象城店,3层 L3-025,022-50885469,10:00 - 22:00,39.0782,117.2033,https://www.newbalance.com.cn,"高端体验店,Grey Store,专业跑步",true
New Balance,和平大悦城,天津市,天津市,和平区,南京路189号,New Balance 天津和平大悦城店,4层 4F-12,022-63322144,10:00 - 22:00,39.082,117.2064,https://www.newbalance.com.cn,"潮流体验店,青年复古",true
New Balance,滨江道乐宾百货,天津市,天津市,和平区,南京路128号,New Balance 天津乐宾百货专柜,3层 运动专区,022-88118169,10:00 - 22:00,39.084,117.2069,https://www.newbalance.com.cn,"百货专柜,经典跑鞋",true
New Balance,鲁能城购物中心,天津市,天津市,南开区,水上公园东路,New Balance 天津鲁能城店,1层 L1-18,022-72329002,10:00 - 22:00,39.0795,117.1941,https://www.newbalance.com.cn,"经典体验店,跑鞋矩阵",true
New Balance,河东爱琴海购物公园,天津市,天津市,河东区,津滨大道160号,New Balance 天津河东爱琴海店,2层 2F-22,022-81641669,10:00 - 22:00,39.0726,117.1912,https://www.newbalance.com.cn,"综合专卖店,亲子跑步",true
New Balance,红桥大丰路水游城,天津市,天津市,红桥区,大丰路12号,New Balance 天津水游城店,2层 2F-15,022-53655745,10:00 - 22:00,39.0941,117.2013,https://www.newbalance.com.cn,"体验店,复古跑鞋",true
New Balance,滨海万达广场,天津市,天津市,滨海新区,洞庭路与津塘公路交汇处,New Balance 天津滨海万达店,2层 2F-18,022-86393988,10:00 - 22:00,39.0919,117.2041,https://www.newbalance.com.cn,"滨海核心店,全品类",true
New Balance,滨海泰达MSD,天津市,天津市,滨海新区,新城西路52号,New Balance 天津泰达店,1层 108,022-57544586,10:00 - 22:00,39.0767,117.1988,https://www.newbalance.com.cn,"开发区店,商务运动",true
New Balance,西青万达广场,天津市,天津市,西青区,大寺镇储华道,New Balance 天津西青万达店,2层 2F-12,022-81647467,10:00 - 22:00,39.077,117.2022,https://www.newbalance.com.cn,"综合店,生活方式",true
New Balance,佛罗伦萨小镇(武清),天津市,天津市,武清区,前进道北侧,New Balance 天津武清佛罗伦萨小镇奥莱店,1层 108号,022-87558043,10:00 - 22:00,39.0933,117.2087,https://www.newbalance.com.cn,"奥特莱斯特惠,名品折扣,超大工厂店",true
New Balance,杉杉奥特莱斯(西青),天津市,天津市,西青区,大寺镇储宝路,New Balance 天津西青杉杉奥莱店,1层 A-16,022-57904570,09:30 - 21:30,39.0897,117.2101,https://www.newbalance.com.cn,"奥特莱斯折扣店,工厂特惠",true
New Balance,万象城(九龙坡),重庆市,重庆市,九龙坡区,谢家湾正街55号,New Balance 重庆万象城旗舰店,南区L3层 L322,023-59715648,10:00 - 22:00,29.5662,106.5412,https://www.newbalance.com.cn,"城市旗舰店,Grey Store,Made in USA,高端系列",true
New Balance,时代广场,重庆市,重庆市,渝中区,邹容路100号,New Balance 重庆解放碑时代广场店,3层 308铺,023-84588618,10:00 - 22:00,29.5626,106.5422,https://www.newbalance.com.cn,"精品店,英美产,经典复刻",true
New Balance,北城天街,重庆市,重庆市,江北区,观音桥北城天街8号,New Balance 重庆北城天街NB 1906潮流店,2层 2F-016,023-52706440,10:00 - 22:00,29.5541,106.5531,https://www.newbalance.com.cn,"NB 1906潮流店,观音桥地标,潮流首发",true
New Balance,光环购物公园,重庆市,重庆市,渝北区,湖彩路118号,New Balance 重庆光环购物公园店,2层 L2-19,023-84172815,10:00 - 22:00,29.5619,106.5441,https://www.newbalance.com.cn,"生态体验店,跑步专营,自然慢跑",true
New Balance,来福士广场,重庆市,重庆市,渝中区,接圣街8号,New Balance 重庆来福士店,2层 02-18,023-56944640,10:00 - 22:00,29.5588,106.5601,https://www.newbalance.com.cn,"地标体验店,山城潮流",true
New Balance,龙湖时代天街,重庆市,重庆市,渝中区,大坪时代大道1号,New Balance 重庆龙湖时代天街店,C馆2层 L2-06,023-65898336,10:00 - 22:00,29.5524,106.5583,https://www.newbalance.com.cn,"综合大店,全系列,跑鞋体验",true
New Balance,龙湖源著天街,重庆市,重庆市,江北区,福泉路8号,New Balance 重庆源著天街店,2层 2F-11,023-75506009,10:00 - 22:00,29.5578,106.5571,https://www.newbalance.com.cn,"社区核心店,跑步生活",true
New Balance,沙坪坝万达广场,重庆市,重庆市,沙坪坝区,经纬大道与石小路交叉口,New Balance 重庆沙坪坝万达店,2层 2F-12,023-66158314,10:00 - 22:00,29.5605,106.5586,https://www.newbalance.com.cn,"专卖店,复古慢跑",true
New Balance,南坪协信星光时代广场,重庆市,重庆市,南岸区,江南大道28号,New Balance 重庆南坪协信星光店,3层 3F-15,023-56072948,10:00 - 22:00,29.56,106.5615,https://www.newbalance.com.cn,"综合店,经典跑鞋",true
New Balance,万州万达广场,重庆市,重庆市,万州区,北滨大道二段999号,New Balance 重庆万州万达店,2层 2F-18,023-63313689,10:00 - 22:00,29.5626,106.5582,https://www.newbalance.com.cn,"渝东北旗舰,全系列",true
New Balance,涪陵宝龙广场,重庆市,重庆市,涪陵区,兴华东路与白鹤森林公园交汇处,New Balance 重庆涪陵宝龙店,2层 2F-08,023-84911829,10:00 - 22:00,29.5713,106.5435,https://www.newbalance.com.cn,"综合专卖店,经典鞋款",true
New Balance,永川万达广场,重庆市,重庆市,永川区,文昌路与和顺大道交汇处,New Balance 重庆永川万达店,2层 2F-16,023-82448152,10:00 - 22:00,29.5721,106.5533,https://www.newbalance.com.cn,"渝西核心店,全品类",true
New Balance,合川宝龙广场,重庆市,重庆市,合川区,南津街街道南溪路,New Balance 重庆合川宝龙店,2层 2F-12,023-77771183,10:00 - 22:00,29.5564,106.552,https://www.newbalance.com.cn,"专卖店,复古慢跑",true
New Balance,江津万达广场,重庆市,重庆市,江津区,滨江新城西江大道,New Balance 重庆江津万达店,2层 2F-10,023-63172774,10:00 - 22:00,29.5526,106.5475,https://www.newbalance.com.cn,"专卖店,跑步体验",true
New Balance,砂之船奥特莱斯(璧山),重庆市,重庆市,璧山区,璧泉街道双星大道,New Balance 重庆璧山砂之船奥莱店,1层 1A-28,023-70505675,09:30 - 21:30,29.5601,106.5463,https://www.newbalance.com.cn,"奥特莱斯超级工厂店,折扣专享",true
New Balance,砂之船奥特莱斯(两江),重庆市,重庆市,渝北区,机场路金渝立交,New Balance 重庆两江砂之船奥莱店,1层 B108,023-55244067,09:30 - 21:30,29.5623,106.5397,https://www.newbalance.com.cn,"奥特莱斯特惠,超大工厂店",true
New Balance,南京市万达广场,江苏省,南京市,南京区,南京市核心商业区南京市万达广场,New Balance 南京市万达广场旗舰店,2层 2F-18,025-60867474,10:00 - 22:00,32.0478,118.8022,https://www.newbalance.com.cn,"综合专卖店,复古跑鞋,生活方式,NB Kids",true
New Balance,南京市华润万象城,江苏省,南京市,南京区,南京市核心商业区南京市华润万象城,New Balance 南京市华润万象城店,3层 L318,025-72479115,10:00 - 22:00,32.0602,118.8055,https://www.newbalance.com.cn,"城市旗舰店,Grey Store,Made in USA,限量发售",true
New Balance,南京市华润万象汇,江苏省,南京市,南京区,南京市核心商业区南京市华润万象汇,New Balance 南京市华润万象汇店,2层 L2-16,025-69912190,10:00 - 22:00,32.0463,118.7923,https://www.newbalance.com.cn,"综合大店,跑步专营,跑鞋矩阵",true
New Balance,南京市大悦城,江苏省,南京市,南京区,南京市核心商业区南京市大悦城,New Balance 南京市大悦城店,4层 4F-12,025-81116888,10:00 - 22:00,32.0667,118.7937,https://www.newbalance.com.cn,"NB 1906潮流店,青年时尚,复古慢跑",true
New Balance,南京市龙湖天街,江苏省,南京市,南京区,南京市核心商业区南京市龙湖天街,New Balance 南京市龙湖天街店,2层 2F-15,025-65044908,10:00 - 22:00,32.0473,118.7938,https://www.newbalance.com.cn,"生活方式体验店,跑者驿站,亲子跑步",true
New Balance,南京市银泰百货,江苏省,南京市,南京区,南京市核心商业区南京市银泰百货,New Balance 南京市银泰百货店,3层 运动馆308,025-65499403,10:00 - 22:00,32.0546,118.7933,https://www.newbalance.com.cn,"百货专柜,经典慢跑,复古鞋款",true
New Balance,南京市银泰城,江苏省,南京市,南京区,南京市核心商业区南京市银泰城,New Balance 南京市银泰城店,2层 2F-20,025-88304450,10:00 - 22:00,32.0599,118.8046,https://www.newbalance.com.cn,"综合专卖店,全系列,跑步生活",true
New Balance,南京市吾悦广场,江苏省,南京市,南京区,南京市核心商业区南京市吾悦广场,New Balance 南京市吾悦广场店,2层 2F-16,025-58488656,10:00 - 22:00,32.0437,118.8147,https://www.newbalance.com.cn,"综合体验店,生活方式,复古跑鞋",true
New Balance,南京市宝龙广场,江苏省,南京市,南京区,南京市核心商业区南京市宝龙广场,New Balance 南京市宝龙广场店,2层 2F-12,025-65178793,10:00 - 22:00,32.052,118.8024,https://www.newbalance.com.cn,"商圈专卖店,经典鞋款",true
New Balance,南京市苏宁广场,江苏省,南京市,南京区,南京市核心商业区南京市苏宁广场,New Balance 南京市苏宁广场店,3层 308,025-70995780,10:00 - 22:00,32.062,118.7869,https://www.newbalance.com.cn,"综合大店,全系列",true
New Balance,南京市印象城,江苏省,南京市,南京区,南京市核心商业区南京市印象城,New Balance 南京市印象城店,2层 L2-08,025-83076983,10:00 - 22:00,32.0695,118.782,https://www.newbalance.com.cn,"体验店,经典跑鞋",true
New Balance,南京市金鹰国际购物中心,江苏省,南京市,南京区,南京市核心商业区南京市金鹰国际购物中心,New Balance 南京市金鹰国际购物中心店,4层 408,025-72572733,10:00 - 22:00,32.0599,118.797,https://www.newbalance.com.cn,"精品专柜,英美产专区",true
New Balance,南京市王府井百货,江苏省,南京市,南京区,南京市核心商业区南京市王府井百货,New Balance 南京市王府井百货店,3层 运动专区,025-82542330,10:00 - 22:00,32.0455,118.7857,https://www.newbalance.com.cn,"百货专柜,经典复古跑鞋",true
New Balance,南京市百联奥特莱斯,江苏省,南京市,南京区,南京市核心商业区南京市百联奥特莱斯,New Balance 南京市百联奥特莱斯店,1层 A108,025-75056089,09:30 - 21:30,32.0424,118.8017,https://www.newbalance.com.cn,"奥特莱斯特惠,超大工厂店,折扣专享",true
New Balance,南京市砂之船奥特莱斯,江苏省,南京市,南京区,南京市核心商业区南京市砂之船奥特莱斯,New Balance 南京市砂之船奥特莱斯店,1层 108,025-76083008,09:30 - 21:30,32.08,118.8026,https://www.newbalance.com.cn,"奥特莱斯超级工厂店,折扣专享",true
New Balance,南京市杉杉奥特莱斯,江苏省,南京市,南京区,南京市核心商业区南京市杉杉奥特莱斯,New Balance 南京市杉杉奥特莱斯店,1层 A-16,025-81213002,09:30 - 21:30,32.0718,118.7924,https://www.newbalance.com.cn,"奥特莱斯名品折扣店,全系列",true
New Balance,南京市首创奥特莱斯,江苏省,南京市,南京区,南京市核心商业区南京市首创奥特莱斯,New Balance 南京市首创奥特莱斯店,1层 1028,025-53331149,09:30 - 21:30,32.0469,118.8082,https://www.newbalance.com.cn,"奥特莱斯工厂特惠,全品类折扣",true
New Balance,南京市时代广场,江苏省,南京市,南京区,南京市核心商业区南京市时代广场,New Balance 南京市时代广场店,2层 208,025-80172898,10:00 - 22:00,32.0668,118.7785,https://www.newbalance.com.cn,"商圈核心店,经典跑鞋",true
New Balance,南京市万象天地,江苏省,南京市,南京区,南京市核心商业区南京市万象天地,New Balance 南京市万象天地店,1层 L1-18,025-75389551,10:00 - 22:00,32.0447,118.7921,https://www.newbalance.com.cn,"NB 1906潮流概念店,街区生活",true
New Balance,南京市恒隆广场,江苏省,南京市,南京区,南京市核心商业区南京市恒隆广场,New Balance 南京市恒隆广场店,3层 308,025-89107723,10:00 - 22:00,32.068,118.7818,https://www.newbalance.com.cn,"精品专卖店,英美产,高端生活",true
New Balance,苏州市万达广场,江苏省,苏州市,苏州区,苏州市核心商业区苏州市万达广场,New Balance 苏州市万达广场旗舰店,2层 2F-18,0512-6380860,10:00 - 22:00,31.2944,120.5796,https://www.newbalance.com.cn,"综合专卖店,复古跑鞋,生活方式,NB Kids",true
